Platform,Post Timestamp,Likes,Shares,Comments,Engagement Rate,post_content,description
Instagram,21:42.3,448,46,342,18.66,centre apprised supreme court grant permission private fm community radio service operators broadcast news content threaten national security antinational radical elements country abroad misuse propagating agenda centre stated,internet age information flows freely government wants continue monopoly news current affairs programmes radio waves justified ban private fm community radio service operators saying threaten national security affidavit filed supreme court centre said grant permission broadcast news content antinational radical elements country abroad misuse propagating agendathe apex court hearing public litigation filed ngo common cause seeking direction centre allow private radio stations community radios broadcast news arguing radio accessible medium masses particularly poor petition states india democracy dissemination news current affairs programmes radio remains monopoly governmentowned broadcaster mha affidavit affidavit continues maintain stance community radio service operators private fm operators allowed broadcast news broadcast news stationschannel pose possible security risk mechanism monitor contents news bulletins station filed court said stations channels run mainly ngoother small organisations private operators antinational radical elements country misuse propagating agenda affidavit stated community radio stations air programmes involving chats nris local population settled abroad read upset frivolous petitions piling supreme court cji imposes fines
LinkedIn,38:19.7,787,128,336,61.72,pooja hegde star akshay kumars housefull,actress pooja hegde bollywood debut film mohenjo daro star upcoming film housefull film star actors akshay kumar riteish deshmukh bobby deol kriti sanon housefull directed sajid khan produced sajid nadiadwala
LinkedIn,22:40.6,137,104,358,16.38,canada rules new cellphones unlocked,canadas wireless regulator decreed new smartphones sold unlocked ordered carriers unlock devices free telecom users country pay nearly unlock cellphones switching operators devices locked carriers prompted public criticism unlocking fees
Twitter,45:41.8,578,8,328,27.93,sc gets roster case allocation controversy,supreme court adopted roster allocation cases judges went public allegations chief justice dipak misra allocated cases benches preference rational basis chief justice india bench hear public litigation pil cases new applicable february
LinkedIn,34:09.1,138,14,93,10.17,mumbai civic body reclaims open spaces inbandra santacruz,brihanmumbai municipal corporation reclaimed open spaces mumbai garden near bandras mount mary church recreation ground santacruz issued notices caretakers open spaces bmc begun taking open spaces reclaimed plots stopped issuing notices months
LinkedIn,42:54.6,530,5,17,68.15,yearold rajasthan woman stoned death husband,police sunday said yearold woman allegedly stoned death husband rajasthans rajsamand district following heated argument accused stoned death police added complaint registered family members deceased following police arrested accused
Facebook,04:03.5,929,175,428,89.54,rss role yogi adityanaths appointment naidu,bjp monday asserted rss yogi adityanaths appointment uttar pradesh chief minister rss rashtriya swayamsevak sangh interferes selection chief ministers bjp leader venkaiah naidu said said unfair criticise appointment giving adityanath fair opportunity govern
Facebook,54:29.3,61,16,232,24.48,london flats evacuated grenfell tower inferno,residents flats london towers evacuated saturday safety fears wake grenfell tower inferno towers cladding similar cladding used grenfell widely blamed rapid spread left dead evacuated residents accommodated hotels
Facebook,25:41.5,261,109,125,13.27,reliance raise crore fund jio service debt,mukesh ambaniled reliance industries plans raise crore debentures fund jios expansion replace existing highcost borrowings company notice said annual general meeting held july consider fundraising seek shareholders approval notably reliance invested nearly lakh crore jio till
LinkedIn,49:25.9,697,44,305,37.8,player proposed kohli enjoys punjabi song h kaur,englands danielle wyatt proposed virat kohli twitter posted video enjoying punjabi song alongside indias harmanpreet kaur veda krishnamurthy teammates todays oneoff womens t exhibition match match ipl trailblazers ipl supernovas featuring players including foreign cricketers
Twitter,01:05.8,989,156,97,27.59,people bjp wanted lk advani prez shatrughan sinha,sidelined bjp leader shatrughan sinha friday claimed people bjp wanted deputy prime minister lk advani nominated presidential candidate ruling coalition added party did speak feared denied ticket elections
Instagram,45:05.9,336,69,177,12.52,amazon india indian indian startup senior vp,senior vice president amazon india amit agarwal said amazon india indian company startups response indiatech advocating protectionist approach said startups foreign investment profile company lobby group indiatech advocates interests indian startups foreign firms
LinkedIn,01:16.6,963,34,492,78.53,mangaluru airport named indias cleanest airport,mangaluru international airport karnataka named cleanest airport india airports authority indias rd annual day celebrations new delhi sunday survey conducted airports country award received mangaluru international airport director vv rao n
Instagram,33:01.9,390,4,159,17.52,ranveer talks wearing skirt live chat priyanka,live chat priyanka chopra instagram ranveer singh revealed films director zoya akhtar asked crew member upcoming film gully boy wear skirt international womens day said think great celebrating women ranveer told come india priyanka said happening ranno
